delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,customer_id,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag,order_vlaue,age,home_zone,customer_type,signup_date,loyalty_score,app_engagement_score,preferred_channel,account_status,base_zone,employment_type,years_experience,training_score,driver_rating,shift_preference,active_flag,vehicle_type,assigned_zone,commission_date,battery_health_pct,odometer_km,maintenance_status,telematics_version,hub_name,zone,hub_type,capacity_score,has_complaint,complaint_count,has_incident,incident_count
DL00523,O00714,D026,V076,H01,2024-05-26 19:04:00,2024-05-27 15:57:10,OnTime,2.39,1,0,4.12,8.78,C0456,Passenger,2024-05-26 17:47:00,24,South,North,Low,187.87,App,0,187.87,25,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2025-08-20 06:59:00,64.2,79.9,Phone,Active,North,PartTime,4,84.9,3.15,Night,0,Diesel,Central,2025-06-19 15:52:00,65.8,106063,InRepair,v1.9,North Exchange,North,Dispatch,82,0.0,0.0,1.0,1.0
DL00524,O00683,D130,V005,H07,2025-05-01 08:21:00,2025-05-01 15:11:37,OnTime,16.66,2,0,4.83,17.68,C0375,Medical,2025-05-01 06:39:00,6,East,Airport,Medium,114.16,Unknown,0,114.16,30,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-10-26 23:54:00,63.9,42.6,App,Active,West,FullTime,8,71.2,3.64,Evening,1,CargoVan,West,2025-11-15 11:08:00,58.6,146638,Active,v2.2,Riverside Hub,Riverside,Warehouse,66,0.0,0.0,0.0,0.0
DL00525,O00351,D038,V006,H01,2024-04-22 05:04:00,2024-04-22 05:42:26,OnTime,28.2,2,0,4.04,19.16,C0259,Parcel,2024-04-22 03:31:00,1,Airport,West,Medium,20.77,Web,1,20.77,43,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-07-29 07:47:00,78.3,42.2,App,Dormant,South,FullTime,5,67.4,3.72,Evening,1,EV,Central,2025-11-22 06:39:00,78.6,141381,Active,v2.1,North Exchange,North,Dispatch,82,1.0,2.0,1.0,1.0
DL00526,O01045,D068,V027,H06,2024-08-26 13:19:00,2024-08-27 01:57:35,Delayed,12.18,0,0,4.34,10.18,C0506,Parcel,2024-08-26 11:47:00,1,Ctr,Airport,High,53.78,Web,1,53.78,19,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Enterprise,2025-06-14 05:24:00,56.3,62.0,App,Active,Central,PartTime,10,83.9,3.99,Flexible,1,Diesel,South,2025-08-12 12:37:00,78.6,51052,InRepair,v2.2,Airport Hub,Airport,Dispatch,71,0.0,0.0,0.0,0.0
DL00527,O00913,D108,V043,H07,2025-04-05 06:44:00,2025-04-05 11:51:23,OnTime,20.7,1,0,4.58,16.49,C0091,Retail,2025-04-05 05:57:00,6,West,South,Low,14.48,Phone,0,14.48,40,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2024-09-24 16:23:00,57.4,25.4,Phone,Active,South,FullTime,10,70.6,4.33,Morning,1,EV,South,2025-02-23 11:32:00,76.4,149922,Scheduled,v2.0,Riverside Hub,Riverside,Warehouse,66,0.0,0.0,0.0,0.0
DL00528,O00826,D033,V008,H03,2024-04-06 07:05:00,2024-04-06 12:23:18,OnTime,24.17,2,0,4.66,20.91,C0055,Parcel,2024-04-06 06:51:00,4,Airport,Ctr,Medium,118.93,App,0,118.93,34,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Enterprise,2025-11-30 12:14:00,80.3,50.5,App,Suspended,South,PartTime,9,59.8,4.05,Night,1,EV,Riverside,2025-06-14 03:47:00,90.5,49711,Active,v2.0,East Dock,East,Warehouse,74,0.0,0.0,0.0,0.0
DL00529,O00822,D088,V114,H06,2024-09-01 09:19:00,2024-09-01 21:28:05,Failed,1.2,0,0,2.64,7.53,C0186,Parcel,2024-09-01 07:00:00,1,West,South,Medium,55.85,Phone,0,55.85,56,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-03-15 08:01:00,57.5,57.8,Phone,Dormant,Riverside,Contract,4,84.3,4.17,Morning,1,Hybrid,North,2024-10-03 17:53:00,90.0,84649,Active,v2.2,Airport Hub,Airport,Dispatch,71,0.0,0.0,1.0,1.0
DL00530,O00756,D095,V042,H01,2025-02-03 18:06:00,2025-02-05 09:39:56,Failed,30.51,2,0,2.54,19.5,C0413,Retail,2025-02-03 16:37:00,24,Airport,North,Medium,83.09,App,1,83.09,32,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-10-05 10:39:00,57.4,87.3,App,Active,West,FullTime,12,99.0,3.15,Night,1,EV,East,2025-06-21 07:06:00,80.5,215870,InRepair,v1.9,North Exchange,North,Dispatch,82,0.0,0.0,0.0,0.0
DL00531,O00140,D163,V116,H04,2024-03-03 02:25:00,2024-03-03 03:18:14,OnTime,13.95,0,0,3.95,16.65,C0621,Passenger,2024-03-02 23:43:00,4,North,North,Low,89.5,App,0,89.5,78,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-06-27 22:00:00,55.3,63.1,App,Active,Riverside,FullTime,11,78.2,4.5,Morning,0,Diesel,East,2025-04-23 07:10:00,62.7,71822,Active,v2.1,West Gate,West,Dispatch,69,0.0,0.0,0.0,0.0
DL00532,O00315,D009,V104,H02,2024-12-25 03:30:00,2024-12-25 08:59:02,OnTime,16.49,1,0,4.55,10.37,C0494,Parcel,2024-12-25 01:14:00,4,North,South,Low,159.29,App,0,159.29,34,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-06-24 02:06:00,77.0,90.3,Phone,Active,Airport,FullTime,15,63.4,3.8,Night,1,EV,East,2025-06-30 12:21:00,73.9,91441,Active,v2.1,South Link,South,Dispatch,78,0.0,0.0,0.0,0.0
DL00533,O00543,D135,V002,H08,2025-07-18 06:49:00,2025-07-18 18:51:59,Failed,34.15,2,0,2.69,21.32,C0468,Passenger,2025-07-18 03:50:00,4,Airport,Riverside,Medium,68.06,App,0,68.06,45,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-01-15 05:39:00,39.7,77.4,Web,Dormant,Riverside,PartTime,2,70.3,4.4,Flexible,1,EV,Airport,2024-04-21 16:14:00,67.9,159368,InRepair,v2.2,Midtown Relay,Central,Charging,63,0.0,0.0,0.0,0.0
DL00534,O00816,D166,V069,H08,2025-02-13 20:53:00,2025-02-14 10:48:17,OnTime,9.47,0,0,3.81,6.56,C0113,Passenger,2025-02-13 20:43:00,12,East,Ctr,Low,62.91,Web,0,62.91,38,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-07-23 15:56:00,52.4,60.2,Web,Active,West,PartTime,7,74.6,4.07,Night,1,Hybrid,Central,2025-07-20 18:17:00,71.4,187158,Active,v2.1,Midtown Relay,Central,Charging,63,0.0,0.0,0.0,0.0
DL00535,O01058,D033,V094,H07,2025-05-09 00:57:00,2025-05-09 02:20:23,OnTime,23.45,3,0,3.15,18.56,C0215,Retail,2025-05-08 22:01:00,6,Airport,West,Low,179.11,App,0,179.11,67,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2024-09-18 13:10:00,64.4,51.4,App,Active,South,PartTime,9,59.8,4.05,Night,1,CargoVan,Central,2025-05-22 02:15:00,65.9,159262,Scheduled,v1.9,Riverside Hub,Riverside,Warehouse,66,0.0,0.0,0.0,0.0
DL00536,O01184,D055,V030,H01,2025-01-24 15:02:00,2025-01-25 19:26:40,Failed,7.04,2,0,1.07,14.06,C0253,Business,2025-01-24 13:53:00,12,Riverside,West,Medium,25.61,Web,0,25.61,48,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-01-04 14:51:00,49.4,38.5,App,Active,Central,FullTime,15,90.5,5.0,Flexible,1,CargoVan,North,2025-09-14 07:20:00,78.0,134360,Active,v2.1,North Exchange,North,Dispatch,82,0.0,0.0,0.0,0.0
DL00537,O00083,D153,V033,H07,2024-10-23 00:53:00,2024-10-23 01:25:13,OnTime,30.51,1,0,3.67,9.75,C0215,Medical,2024-10-23 00:23:00,2,Airport,South,Low,127.88,App,0,127.88,67,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2024-09-18 13:10:00,64.4,51.4,App,Active,East,FullTime,8,82.3,3.83,Evening,1,EV,Airport,2024-09-19 18:57:00,78.6,55241,InRepair,v2.2,Riverside Hub,Riverside,Warehouse,66,0.0,0.0,0.0,0.0
DL00538,O00682,D141,V015,H07,2024-10-05 12:07:00,2024-10-05 20:38:02,Delayed,8.55,0,1,2.66,3.46,C0529,Retail,2024-10-05 09:57:00,2,North,Ctr,Low,97.9,Phone,0,97.9,41,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2025-06-07 02:03:00,43.2,51.5,App,Active,North,PartTime,14,71.4,3.44,Flexible,1,CargoVan,Airport,2024-06-02 13:54:00,78.2,67614,InRepair,v1.9,Riverside Hub,Riverside,Warehouse,66,1.0,1.0,0.0,0.0
DL00539,O01160,D067,V111,H03,2024-05-13 01:19:00,2024-05-13 03:22:01,OnTime,13.52,0,0,4.95,10.35,C0548,Parcel,2024-05-12 23:12:00,4,Riverside,Airport,High,171.67,App,0,171.67,56,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Enterprise,2024-09-27 03:49:00,68.5,44.1,App,Active,West,FullTime,11,77.0,4.84,Morning,1,EV,West,2025-11-11 00:21:00,66.3,208147,Active,v2.1,East Dock,East,Warehouse,74,0.0,0.0,1.0,1.0
DL00540,O00068,D008,V072,H04,2025-10-13 12:06:00,2025-10-13 15:29:29,Delayed,16.2,2,0,3.21,16.04,C0084,Parcel,2025-10-13 09:08:00,2,Riverside,East,Medium,40.58,App,0,40.58,33,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-12-16 23:16:00,55.8,61.9,Web,Active,South,FullTime,9,84.1,3.88,Morning,1,CargoVan,Airport,2025-02-24 19:07:00,78.1,89109,InRepair,v2.1,West Gate,West,Dispatch,69,0.0,0.0,0.0,0.0
DL00541,O01142,D022,V013,H04,2025-11-07 11:29:00,2025-11-08 09:47:08,OnTime,6.68,1,0,3.89,8.98,C0136,Retail,2025-11-07 10:27:00,24,East,West,High,91.95,App,0,91.95,64,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-06-04 16:32:00,64.9,50.4,Unknown,Active,East,FullTime,9,68.7,3.36,Flexible,1,CargoVan,West,2025-07-17 18:07:00,68.3,153106,Scheduled,v2.0,West Gate,West,Dispatch,69,0.0,0.0,0.0,0.0
DL00542,O00415,D125,V114,H02,2024-06-27 18:22:00,2024-06-27 21:23:54,OnTime,7.18,0,0,4.19,5.99,C0591,Retail,2024-06-27 16:09:00,4,Ctr,Riverside,Medium,19.76,App,0,19.76,60,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Enterprise,2025-09-19 17:42:00,59.6,35.8,App,Active,North,PartTime,15,90.5,4.07,Morning,1,Hybrid,North,2024-10-03 17:53:00,90.0,84649,Active,v2.2,South Link,South,Dispatch,78,0.0,0.0,0.0,0.0
DL00543,O00218,D102,V098,H03,2025-09-15 02:24:00,2025-09-15 02:34:49,OnTime,12.01,0,0,5.0,5.87,C0154,Passenger,2025-09-15 01:40:00,2,North,West,Critical,77.97,App,0,77.97,23,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2024-09-22 17:57:00,47.5,60.1,Phone,Active,East,PartTime,10,67.6,4.62,Morning,1,Diesel,West,2025-12-29 15:01:00,69.7,73011,Active,v2.1,East Dock,East,Warehouse,74,0.0,0.0,0.0,0.0
DL00544,O00345,D154,V082,H08,2025-10-04 22:41:00,2025-10-05 13:48:30,Delayed,13.93,2,0,3.17,8.53,C0337,Retail,2025-10-04 22:00:00,6,East,Central,High,27.35,Phone,0,27.35,71,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-10-06 06:05:00,45.8,52.4,Web,Active,Airport,FullTime,4,67.0,4.35,Evening,1,EV,Ctr,2024-02-03 08:40:00,81.2,81518,Active,v2.1,Midtown Relay,Central,Charging,63,0.0,0.0,0.0,0.0
DL00545,O01067,D113,V072,H04,2024-06-16 04:56:00,2024-06-17 00:22:38,Delayed,12.43,0,0,5.0,13.31,C0304,Retail,2024-06-16 02:38:00,12,North,West,Low,8.17,API,0,8.17,56,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-09-29 13:32:00,72.4,63.6,Phone,Active,Airport,PartTime,8,70.5,4.47,Evening,1,CargoVan,Airport,2025-02-24 19:07:00,78.1,89109,InRepair,v2.1,West Gate,West,Dispatch,69,0.0,0.0,1.0,1.0
DL00546,O00324,D095,V052,H04,2025-08-06 07:36:00,2025-08-06 07:36:00,OnTime,8.95,2,0,4.11,10.57,C0019,Passenger,2025-08-06 05:30:00,1,South,Riverside,High,131.3,App,1,131.3,67,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-07-11 11:06:00,50.3,65.5,App,Dormant,West,FullTime,12,99.0,3.15,Night,1,Hybrid,Riverside,2024-11-14 16:11:00,95.4,182486,Active,v1.9,West Gate,West,Dispatch,69,0.0,0.0,0.0,0.0
DL00547,O00778,D014,V090,H05,2025-10-07 19:49:00,2025-10-07 21:46:03,OnTime,11.03,0,0,4.93,14.38,C0514,Parcel,2025-10-07 17:16:00,4,North,Ctr,Low,84.4,App,0,84.4,22,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-11-09 20:26:00,65.9,76.4,App,Active,North,FullTime,6,76.1,4.7,Evening,1,Hybrid,West,2024-08-16 01:10:00,93.8,98472,InRepair,v2.0,Central Core,Central,Control,88,0.0,0.0,1.0,1.0
DL00548,O00537,D132,V039,H05,2024-06-25 11:02:00,2024-06-25 18:55:41,Failed,10.4,1,0,3.34,11.4,C0153,Business,2024-06-25 10:22:00,6,Central,Ctr,Medium,50.23,Web,1,50.23,49,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2024-09-10 22:33:00,38.4,51.1,App,Active,South,Contract,8,77.6,4.2,Evening,1,EV,East,2025-01-01 01:38:00,69.5,37024,InRepair,v1.9,Central Core,Central,Control,88,0.0,0.0,1.0,1.0
DL00549,O00476,D001,V094,H06,2024-02-23 06:45:00,2024-02-24 04:45:22,OnTime,10.11,0,0,4.67,14.59,C0078,Passenger,2024-02-23 06:34:00,24,West,East,Low,89.17,App,0,89.17,40,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-06-01 20:16:00,35.2,24.6,Phone,Active,Airport,FullTime,8,67.8,3.54,Morning,1,CargoVan,Central,2025-05-22 02:15:00,65.9,159262,Scheduled,v1.9,Airport Hub,Airport,Dispatch,71,1.0,1.0,0.0,0.0
DL00550,O00572,D110,V065,H01,2025-02-06 21:04:00,2025-02-07 00:38:52,OnTime,14.34,2,0,4.69,12.06,C0202,Parcel,2025-02-06 19:33:00,4,West,Riverside,High,134.79,App,1,134.79,50,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-01-16 00:46:00,64.2,76.7,Unknown,Dormant,Riverside,Contract,7,40.6,4.1,Morning,1,EV,West,2024-01-05 09:25:00,84.3,217057,Active,v2.1,North Exchange,North,Dispatch,82,0.0,0.0,0.0,0.0
DL00551,O00448,D108,V114,H04,2025-02-11 16:05:00,2025-02-11 19:11:25,OnTime,18.74,3,0,4.79,21.38,C0487,Medical,2025-02-11 15:08:00,4,Central,North,Low,68.78,Web,0,68.78,61,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2024-06-15 04:00:00,63.9,88.5,Web,Active,South,FullTime,10,70.6,4.33,Morning,1,Hybrid,North,2024-10-03 17:53:00,90.0,84649,Active,v2.2,West Gate,West,Dispatch,69,0.0,0.0,0.0,0.0
DL00552,O00298,D115,V010,H01,2025-01-06 07:28:00,2025-01-06 09:41:48,OnTime,1.9,1,0,4.8,13.26,C0184,Parcel,2025-01-06 04:40:00,4,West,North,Low,28.65,Web,0,28.65,59,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2024-10-12 01:51:00,67.8,76.5,App,Active,South,FullTime,11,69.5,4.77,Morning,1,CargoVan,North,2025-10-07 22:40:00,50.7,129032,InRepair,v2.1,North Exchange,North,Dispatch,82,0.0,0.0,0.0,0.0
DL00553,O00491,D090,V066,H02,2024-07-03 16:22:00,2024-07-03 16:22:00,OnTime,13.19,2,0,4.66,10.34,C0460,Business,2024-07-03 13:54:00,1,South,West,Critical,41.62,App,1,41.62,27,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-04-18 20:38:00,57.3,39.5,Web,Active,North,FullTime,8,58.0,3.78,Morning,1,Hybrid,North,2024-04-10 18:00:00,77.7,98535,Scheduled,v2.2,South Link,South,Dispatch,78,0.0,0.0,1.0,1.0
DL00554,O00709,D117,V086,H04,2025-12-09 04:47:00,2025-12-09 15:45:16,OnTime,11.59,1,0,4.69,14.76,C0369,Medical,2025-12-09 03:49:00,12,North,Airport,Critical,49.66,App,0,49.66,42,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-03-06 02:16:00,47.6,40.7,App,Active,North,FullTime,1,71.1,3.93,Flexible,1,EV,Central,2024-02-25 07:56:00,82.8,42307,Scheduled,v2.2,West Gate,West,Dispatch,69,1.0,1.0,0.0,0.0
DL00555,O00839,D129,V013,H01,2024-01-31 20:31:00,2024-01-31 23:49:48,OnTime,6.51,2,0,3.97,11.19,C0046,Parcel,2024-01-31 17:41:00,6,Riverside,West,Low,229.63,App,0,229.63,72,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2024-06-21 19:07:00,84.8,38.5,App,Active,North,FullTime,10,64.9,4.18,Night,1,CargoVan,West,2025-07-17 18:07:00,68.3,153106,Scheduled,v2.0,North Exchange,North,Dispatch,82,1.0,1.0,0.0,0.0
DL00556,O00702,D070,V030,H07,2024-12-28 22:07:00,2024-12-28 23:26:56,OnTime,5.03,0,0,3.91,8.15,C0228,Retail,2024-12-28 19:23:00,4,East,Riverside,Critical,77.66,App,0,77.66,43,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2025-11-02 06:15:00,51.0,58.1,App,Active,South,FullTime,9,67.0,5.0,Flexible,1,CargoVan,North,2025-09-14 07:20:00,78.0,134360,Active,v2.1,Riverside Hub,Riverside,Warehouse,66,1.0,1.0,0.0,0.0
DL00557,O00781,D055,V027,H08,2024-11-19 14:07:00,2024-11-20 00:38:27,OnTime,17.54,2,0,5.0,13.31,C0049,Retail,2024-11-19 11:19:00,12,North,Ctr,High,75.82,Web,0,75.82,31,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-09-10 12:25:00,58.6,63.0,Phone,Active,Central,FullTime,15,90.5,5.0,Flexible,1,Diesel,South,2025-08-12 12:37:00,78.6,51052,InRepair,v2.2,Midtown Relay,Central,Charging,63,0.0,0.0,1.0,1.0
DL00558,O00142,D024,V011,H05,2024-10-31 20:22:00,2024-11-01 11:32:26,Failed,14.64,1,0,1.0,18.56,C0628,Retail,2024-10-31 18:36:00,12,Ctr,Airport,High,83.93,API,0,83.93,75,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-04-19 19:59:00,60.0,63.2,Web,Dormant,Riverside,PartTime,8,71.4,3.35,Evening,1,Diesel,Riverside,2025-12-21 04:26:00,74.1,43518,InRepair,v2.1,Central Core,Central,Control,88,0.0,0.0,0.0,0.0
DL00559,O00988,D131,V044,H05,2024-11-17 20:37:00,2024-11-18 16:31:21,Failed,6.97,2,0,1.92,11.38,C0330,Parcel,2024-11-17 18:12:00,6,Central,Riverside,Low,43.93,App,0,43.93,37,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2024-01-21 23:55:00,23.2,27.1,App,Active,South,FullTime,9,86.7,4.26,Night,0,EV,Airport,2025-02-14 20:35:00,91.8,111243,Active,v2.2,Central Core,Central,Control,88,0.0,0.0,0.0,0.0
DL00560,O00077,D127,V120,H08,2025-07-30 07:48:00,2025-07-30 11:13:32,OnTime,4.49,2,0,4.38,14.99,C0543,Medical,2025-07-30 07:21:00,4,Riverside,Central,Low,150.98,App,0,150.98,20,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-06-02 07:20:00,47.0,54.7,App,Dormant,Central,FullTime,10,61.5,4.19,Morning,1,EV,Central,2025-05-02 16:13:00,73.6,192246,Active,v2.0,Midtown Relay,Central,Charging,63,0.0,0.0,0.0,0.0
DL00561,O00086,D054,V005,H03,2024-07-20 06:42:00,2024-07-20 06:42:00,OnTime,7.67,2,0,3.5,19.2,C0255,Passenger,2024-07-20 03:44:00,4,Central,Airport,High,66.09,App,0,66.09,38,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-05-30 17:05:00,51.9,40.9,Phone,Active,West,FullTime,3,80.1,4.32,Morning,1,CargoVan,West,2025-11-15 11:08:00,58.6,146638,Active,v2.2,East Dock,East,Warehouse,74,0.0,0.0,1.0,1.0
DL00562,O00746,D128,V113,H08,2024-12-14 10:47:00,2024-12-14 15:16:25,OnTime,13.59,0,0,3.98,10.51,C0014,Medical,2024-12-14 10:33:00,1,North,Riverside,Low,73.76,Web,0,73.76,62,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-05-16 09:26:00,94.1,81.0,App,Active,Central,Contract,13,84.7,3.32,Morning,1,Hybrid,Central,2024-05-12 02:12:00,58.9,52725,InRepair,v1.9,Midtown Relay,Central,Charging,63,0.0,0.0,1.0,2.0
DL00563,O01238,D093,V045,H02,2025-04-18 05:35:00,2025-04-18 18:48:55,OnTime,10.07,1,0,5.0,12.75,C0318,Passenger,2025-04-18 04:35:00,12,South,North,Medium,79.85,App,0,79.85,48,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-05-09 17:42:00,68.2,71.0,App,Dormant,South,PartTime,12,75.2,4.43,Flexible,1,EV,East,2025-08-10 04:56:00,88.0,190688,Active,v2.2,South Link,South,Dispatch,78,0.0,0.0,0.0,0.0
DL00564,O00824,D077,V120,H03,2024-08-17 23:23:00,2024-08-18 08:25:18,OnTime,18.23,0,0,4.18,10.05,C0074,Retail,2024-08-17 20:47:00,12,South,East,Medium,271.33,Web,0,271.33,40,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2025-08-03 04:34:00,41.6,30.2,App,Active,South,FullTime,8,64.9,3.68,Morning,1,EV,Central,2025-05-02 16:13:00,73.6,192246,Active,v2.0,East Dock,East,Warehouse,74,1.0,1.0,0.0,0.0
DL00565,O00344,D151,V022,H06,2024-08-28 08:16:00,2024-08-28 10:17:14,OnTime,14.95,2,0,3.82,8.75,C0594,Parcel,2024-08-28 06:50:00,6,Central,North,Medium,104.62,API,1,104.62,70,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-10-20 16:41:00,97.4,22.5,Web,Active,East,FullTime,2,71.3,4.69,Flexible,1,Hybrid,South,2025-01-28 20:20:00,89.6,44499,Scheduled,v2.1,Airport Hub,Airport,Dispatch,71,0.0,0.0,0.0,0.0
DL00566,O01226,D162,V082,H03,2025-03-02 06:49:00,2025-03-02 13:57:14,OnTime,22.66,1,0,3.7,14.91,C0140,Passenger,2025-03-02 06:20:00,6,South,South,Medium,131.87,App,0,131.87,21,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-04-29 19:46:00,80.0,87.2,Partner API,Active,Riverside,Contract,11,69.0,4.62,Night,1,EV,Ctr,2024-02-03 08:40:00,81.2,81518,Active,v2.1,East Dock,East,Warehouse,74,0.0,0.0,0.0,0.0
DL00567,O00918,D142,V051,H03,2024-11-26 06:40:00,2024-11-26 07:20:28,OnTime,10.47,0,0,4.8,11.4,C0147,Business,2024-11-26 06:01:00,1,Riverside,North,Critical,50.49,App,1,50.49,28,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Enterprise,2025-04-08 17:01:00,36.7,16.4,App,Active,Airport,FullTime,12,98.7,4.23,Night,1,EV,North,2024-11-21 11:04:00,87.8,141107,Active,v2.0,East Dock,East,Warehouse,74,0.0,0.0,0.0,0.0
DL00568,O00244,D167,V082,H04,2024-11-11 09:39:00,2024-11-11 09:39:00,OnTime,11.52,0,0,5.0,9.33,C0519,Passenger,2024-11-11 08:46:00,1,North,Riverside,Medium,225.95,API,0,225.95,64,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Enterprise,2024-01-04 19:31:00,56.4,56.2,Phone,Active,South,PartTime,12,75.3,4.64,Night,1,EV,Ctr,2024-02-03 08:40:00,81.2,81518,Active,v2.1,West Gate,West,Dispatch,69,0.0,0.0,1.0,1.0
DL00569,O00312,D066,V116,H01,2025-11-07 01:03:00,2025-11-07 05:18:29,OnTime,20.95,1,0,4.56,19.6,C0164,Passenger,2025-11-06 23:00:00,6,East,East,Medium,124.24,App,0,124.24,78,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-08-12 23:06:00,70.9,60.8,App,Active,South,PartTime,1,83.3,4.13,Flexible,1,Diesel,East,2025-04-23 07:10:00,62.7,71822,Active,v2.1,North Exchange,North,Dispatch,82,0.0,0.0,1.0,1.0
DL00570,O00319,D017,V028,H08,2024-01-22 10:23:00,2024-01-23 06:55:15,OnTime,20.67,1,0,5.0,9.88,C0335,Business,2024-01-22 08:45:00,24,Ctr,Airport,Low,124.48,App,0,124.48,33,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2025-08-11 11:08:00,45.3,34.6,App,Active,East,PartTime,1,75.2,4.34,Morning,1,EV,East,2024-08-25 02:52:00,75.4,149698,Active,v2.0,Midtown Relay,Central,Charging,63,0.0,0.0,0.0,0.0
